danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
0.7041317096838311,0.48074786904542255,6,-2.0224519911168137,1,0.3356742537826046,0.35890603027895623,0.21345866031604635,0.1365973326384306,0.7518985293397784,146.96522165788056,198605.01192376885,3,68
0.6447717257810859,0.6436351974597656,2,-10.501985838928233,0,0.05957680247208454,0.592116033577469,0.025416728250334687,0.5406130505053722,0.19120501734039355,130.6432607823763,188987.33150622275,5,63
0.6850862521430592,0.7003932837942888,5,-7.153782236313485,0,0.12682255105726456,0.6184836973237176,0.09098454032776138,0.1331879548363764,0.47332236043157455,105.77458185810663,234012.0288372403,5,49
0.5047279391493802,0.8581311664733451,11,-9.566487494329557,0,0.0777184124575679,0.5668389468131969,0.2774392256854864,0.17926212335912803,0.5619148173035298,124.64266562218015,250603.8475880563,4,43
0.8961500779674313,0.3228037683234988,2,-7.5158758790909586,1,0.2522375913896817,0.20759496386084147,0.13655612261292002,0.24370733067118597,0.43517019714391664,101.6445887713055,216959.83392777585,4,67
0.46587418975658984,0.9280783089652517,9,-0.9928904466439663,1,0.18857349764198394,0.2952188598989434,0.17948378092058814,0.05312772542779467,0.284443506075086,114.7167272482586,153918.7548965157,4,57
0.787983138871396,0.8367185899721302,10,-7.439767143379231,0,0.2734086350079571,0.10949438820377705,0.05507364845771078,0.10955374016301314,0.2596007839605411,106.91791789846827,245448.71516601526,4,70
0.5570579753082402,0.614577466137249,2,-14.87969589001704,0,0.405780035638977,0.5174308561757133,0.061464604494831016,0.31179399129757973,0.4277105371700518,100.9688236854432,331995.99054904864,4,47
0.6111141042092154,0.6696197762067655,3,-9.492438261940569,0,0.016943651921538707,0.21765881899549944,0.006126040612658024,0.29946190163066555,0.3954784890293002,135.76437810296454,220421.62423322038,4,54
0.7829657913549997,0.47709738272098784,5,-10.6181256760771,0,0.20807947275821323,0.3972750232065116,0.11047168378208566,0.06763812942519987,0.36086780979838584,144.59853250829724,234835.86674390704,4,57
0.855443167608288,0.6917952492447076,5,-0.8407296841699692,0,0.11583830214661953,0.18740514472105702,0.13636058909209134,0.11395640750471331,0.28258441866784534,146.3318345574986,137104.8536978126,4,68
0.43865955601357653,0.3773979993727623,11,-11.252457036971977,1,0.2597440028455404,0.06674342105334631,0.07542433111018113,0.23499686612960977,0.33085745202506894,126.0529492120599,292402.77482062485,4,34
0.6857230738327963,0.5930781546128465,10,-9.628739110789509,0,0.42683281635453624,0.598388777663094,0.19158109841780058,0.1720030443973336,0.42979793416742984,156.72861865944228,239359.75250660392,4,58
0.6672770407917512,0.6214558034948117,4,-9.490341409163603,0,0.04278023181935626,0.334934155920069,0.011590079692193618,0.2931492147035689,0.2568627964733759,103.07753907447452,272490.84957911214,4,69
0.4383788804693165,0.7558541177663038,2,-1.6015739300049088,0,0.10110053910072236,0.47030712713918854,0.00920917837660855,0.3199570880960692,0.6434838930365807,152.12872974815784,201513.20034393598,4,56
0.7214378420475358,0.525215922226091,5,-4.158484081020171,0,0.307558872593936,0.3456040811300286,0.01383848552634181,0.15537235256655582,0.3964714211656752,142.73903046298233,231319.13386410632,4,65
0.46896233452449776,0.357442427062366,2,-5.728091019190936,1,0.19449038939283383,0.0675472949501015,0.19874264366617087,0.12031311975364699,0.6064785009354119,120.99578992010237,199820.4535976812,4,56
0.6178444492472739,0.8546071943443897,8,-7.068420664229052,0,0.3945307439371369,0.3245881563355514,0.020681962142849706,0.09681795335547835,0.8401061981066538,125.57664133691121,108865.98091718982,4,66
0.5839880514046061,0.6597508870998601,10,-7.139675774814917,1,0.28120845340130046,0.19314711450057903,0.00752768345953964,0.28559788872739017,0.44322949250170823,145.90764527526736,220196.83401889948,4,61
0.6094677990394456,0.5437123588536977,6,-7.695406723694209,1,0.017145743163456125,0.08496618458961205,0.15770003485638914,0.21102297362602176,0.6159277898505152,136.54673316875105,219917.63559174226,4,65
0.5450767725054337,0.6208629383620193,0,0.0,1,0.0032363607780466585,0.14308398776897482,0.11970729445999723,0.6294879987371949,0.5963703115767408,126.53705317180476,261301.23831132945,5,59
0.7588010141018279,0.8007674495521497,1,-13.068267302454629,0,0.04054245248785364,0.3031947185223654,0.01740269936659076,0.05240746020696827,0.6082616308687938,108.7440487876272,152757.52320865804,4,72
0.42837020973233425,0.5705134014860817,3,-19.061793558210717,1,0.1710196050787463,0.35729942275607285,0.14413635461351815,0.10605518866476142,0.44892793400586034,96.89264746771732,209553.19002183725,4,56
0.6875247458487521,0.5238060616102723,0,-6.227916001434657,1,0.10844313144450098,0.5313902264549094,0.034867906609801234,0.20217491375715027,0.40439418959979045,122.70786810393196,191967.65573754068,4,73
0.5609655077543252,0.624830304082319,3,-2.389095846034115,0,0.3678469769819919,0.5096712406255935,0.002976299742443048,0.09634180730749864,0.47664531060973864,91.39139506556623,96197.87568362897,4,55
0.6186987950275246,0.624726811349863,11,-7.257787046872298,1,0.47552456430565176,0.303189459263464,0.003549128624056982,0.26026553112616496,0.18458337129269886,138.3055825830432,204457.52925658962,4,56
0.6816003611976932,0.6063598264620945,8,-15.920337422996038,0,0.15849015960024854,0.5997848245055174,0.012913254720420098,0.11569110266706464,0.53391352563271,75.64218578815715,267201.42928246333,4,55
0.5157327717178419,0.8424780816620586,10,-5.0167264254035056,0,0.17042093708385717,0.6166257384398441,0.1711044419591391,0.34333512045748815,0.7094102353750444,127.6747057601241,184629.8839007103,4,77
0.6042768584479807,0.7204095267086845,7,-12.259539602127761,1,0.16940732694934904,0.23606124711941626,0.05065805439404483,0.13568698062562493,0.5614945240205458,113.07941183266686,228946.24673088084,4,67
0.6313247455241365,0.5067823786635703,3,-13.134507653466251,0,0.08506477530996821,0.20466889810402636,0.04742943934600563,0.31830769947275595,0.41887766824475037,109.01465282276776,236215.586175783,3,67
0.5224150209173339,0.3846605654011645,10,-11.911095742943541,0,0.052237983472895926,0.3242062139808268,0.15765804364611588,0.1218674608675873,0.2977270653447836,113.08658373438156,227827.71574039347,3,39
0.5612547000446482,0.47657821764639413,7,-14.434620192406111,1,0.021058913879289938,0.4383179922421774,0.10392339894864498,0.2583903382080165,0.48782106955991933,60.0,193458.38941660163,4,69
0.6731504669314157,0.7394313731329564,3,-7.186648570951915,0,0.15461772169972096,0.1194919305600462,0.21397754563066618,0.19447025357181372,0.37602920423792907,108.95257466913247,238814.79688828182,4,50
0.3828792903223051,0.5310004312729127,8,-10.591354221659671,1,0.18260209207098085,0.31987415222598786,0.002519602291108565,0.2009269080875879,0.7687304224698511,98.30772564485099,219437.96345733324,4,44
0.3464600235789288,0.4956605759208606,4,-13.32197710698279,0,0.09501349442881485,0.33305916697234705,0.018179016326575006,0.25409903076629936,0.5898928535350588,98.62463628101034,168368.69518687707,3,66
0.5720016745965463,0.7427682315646258,5,0.0,0,0.1763117545220999,0.16554887855848854,0.19229210489587134,0.24147767440748402,0.454958086816726,198.0244155176464,239288.28910037078,4,70
0.6498711142376296,0.7934503279163402,4,-10.125532311953457,0,0.3071488410736015,0.6916517316727656,0.32316714893982157,0.1796037658546985,0.3808681021522226,85.27704389410216,266594.4708881675,4,51
0.8964784812795773,0.2118060384194164,6,-7.793119452434434,0,0.08927569768132532,0.6962056286781535,0.03492989987556565,0.31415139446497653,0.1959010304773111,129.90351425352102,184056.85895503417,4,56
0.605999854997498,0.3453409586838109,2,-1.7838801187184767,1,0.17951768593834322,0.16836352335702745,0.0037377722889355863,0.29191773896794326,0.3802289518911706,100.11029389430311,249889.1747900221,4,66
0.4249416519300945,0.6970300035969671,11,-5.290028445102532,0,0.06989526746556028,0.2814707516542359,0.0011004571515533105,0.27686950837501517,0.26856132128287485,97.19470816619281,323506.5310742552,4,64
0.3265042953992151,0.462088708639195,3,-0.36617687536682375,0,0.12712005567548001,0.15183086667149395,0.0029366631868534723,0.13954963045793664,0.6604476937057514,86.32991309309206,276090.5676430336,4,58
0.5931952841420175,0.5647282682723062,0,-10.784453393176252,0,0.1662516422118629,0.4000146756626111,0.10756963042590911,0.05836475337312631,0.5110005834217842,148.20750823855505,249442.27771392604,4,55
0.8559955042549934,0.4696056433214087,7,-3.8102868130823433,0,0.0355413660952398,0.2444417381262981,0.028993958725483927,0.16072867071693442,0.5705457495284613,150.11037439413641,240659.96712375092,4,71
